,reviews,review_lower,review_nopunc,review_nostop,review_noother,cleaned_review,polarity,subjectivity
32,Customer service has been good each time the husband and I use the drive thru. The few times we've eaten inside has also been good. It's clean for the most part. And our food has been yummy!I walked in today and beat the afternoon rush! Food was good! And I was able to snag a big table. It's packed with kids now!,customer service has been good each time the husband and i use the drive thru. the few times we've eaten inside has also been good. it's clean for the most part. and our food has been yummy!i walked in today and beat the afternoon rush! food was good! and i was able to snag a big table. it's packed with kids now!,customer service has been good each time the husband and i use the drive thru the few times weve eaten inside has also been good its clean for the most part and our food has been yummyi walked in today and beat the afternoon rush food was good and i was able to snag a big table its packed with kids now,customer service good time husband use drive thru times weve eaten inside also good clean part food yummyi walked today beat afternoon rush food good able snag big table packed kids,customer service good time husband use drive times weve eaten inside also good clean part food yummyi walked today beat afternoon rush food good able snag big table packed kids,customer service good time husband use drive time weve eaten inside also good clean part food yummyi walked today beat afternoon rush food good able snag big table packed kid,0.49444444444444446,0.5375000000000001
33,this mc donald's has the most slowest people . they see a problem and don't fix it and blame a customer . worst customer service ever . for the quality of the food the prices are not work it for this service do not come here,this mc donald's has the most slowest people . they see a problem and don't fix it and blame a customer . worst customer service ever . for the quality of the food the prices are not work it for this service do not come here,this mc donalds has the most slowest people  they see a problem and dont fix it and blame a customer  worst customer service ever  for the quality of the food the prices are not work it for this service do not come here,mc donalds slowest people see problem dont fix blame customer worst customer service ever quality food prices work service come,mc donalds slowest people see problem dont fix blame customer worst customer service ever quality food prices work service come,mc donalds slowest people see problem dont fix blame customer worst customer service ever quality food price work service come,-1.0,1.0
34,Rude customer service. I asked for my cookies in a container or a box but they gave it to me in a bag like really? Don't even waste your money here. Worst and rude employees and managers.,rude customer service. i asked for my cookies in a container or a box but they gave it to me in a bag like really? don't even waste your money here. worst and rude employees and managers.,rude customer service i asked for my cookies in a container or a box but they gave it to me in a bag like really dont even waste your money here worst and rude employees and managers,rude customer service asked cookies container box gave bag like really dont even waste money worst rude employees managers,rude customer service asked cookies container box gave bag like really dont even waste money worst rude employees managers,rude customer service asked cooky container box gave bag like really dont even waste money worst rude employee manager,-0.32,0.48
35,"BONES IN CHICKEN NUGGETS! My 11 year old son nearly choked to death!Kids were having a Happy Meal l, son started choking. Coughed out this BONE from a chicken nugget. Honestly we should sue.","bones in chicken nuggets! my 11 year old son nearly choked to death!kids were having a happy meal l, son started choking. coughed out this bone from a chicken nugget. honestly we should sue.",bones in chicken nuggets my 11 year old son nearly choked to deathkids were having a happy meal l son started choking coughed out this bone from a chicken nugget honestly we should sue,bones chicken nuggets 11 year old son nearly choked deathkids happy meal l son started choking coughed bone chicken nugget honestly sue,bones chicken nuggets 11 year old son nearly choked deathkids happy meal l son started choking coughed bone chicken nugget honestly sue,bone chicken nugget 11 year old son nearly choked deathkids happy meal l son started choking coughed bone chicken nugget honestly sue,0.06666666666666667,0.7333333333333334
36,"Better than most McDonalds.  They recognize me and make conversation, feels like a friendly place.  A couple times I felt rushed through the order, but they were busy.  Sometimes the fries aren't salted enough and/or fresh enough.  25% of the time the food hasn't been great, but 3/4s of the time my order is good (for McDonalds!).  They have very rarely if ever got my order wrong.  Very happy overall with this location.  Good job to the manager and hard working team!!","better than most mcdonalds.  they recognize me and make conversation, feels like a friendly place.  a couple times i felt rushed through the order, but they were busy.  sometimes the fries aren't salted enough and/or fresh enough.  25% of the time the food hasn't been great, but 3/4s of the time my order is good (for mcdonalds!).  they have very rarely if ever got my order wrong.  very happy overall with this location.  good job to the manager and hard working team!!",better than most mcdonalds  they recognize me and make conversation feels like a friendly place  a couple times i felt rushed through the order but they were busy  sometimes the fries arent salted enough andor fresh enough  25 of the time the food hasnt been great but 34s of the time my order is good for mcdonalds  they have very rarely if ever got my order wrong  very happy overall with this location  good job to the manager and hard working team,better mcdonalds recognize make conversation feels like friendly place couple times felt rushed order busy sometimes fries arent salted enough andor fresh enough 25 time food hasnt great 34s time order good mcdonalds rarely ever got order wrong happy overall location good job manager hard working team,better mcdonalds recognize make conversation feels like friendly place couple times felt rushed order busy sometimes fries arent salted enough andor fresh enough 25 time food hasnt great 34s time order good mcdonalds rarely ever got order wrong happy overall location good job manager hard working team,better mcdonalds recognize make conversation feel like friendly place couple time felt rushed order busy sometimes fry arent salted enough andor fresh enough 25 time food hasnt great 34s time order good mcdonalds rarely ever got order wrong happy overall location good job manager hard working team,0.2702380952380953,0.5779761904761905
37,the lady who works the window at night right now is rude as fuck! she needs to be the janitor and not working the window. She slammed the window in my face and another drivers face after asking for clarity. Super rude and I'll definitely be calling corporate,the lady who works the window at night right now is rude as fuck! she needs to be the janitor and not working the window. she slammed the window in my face and another drivers face after asking for clarity. super rude and i'll definitely be calling corporate,the lady who works the window at night right now is rude as fuck she needs to be the janitor and not working the window she slammed the window in my face and another drivers face after asking for clarity super rude and ill definitely be calling corporate,lady works window night right rude fuck needs janitor working window slammed window face another drivers face asking clarity super rude ill definitely calling corporate,lady works window night right rude fuck needs janitor working window slammed window face another drivers face asking clarity super rude ill definitely calling corporate,lady work window night right rude fuck need janitor working window slammed window face another driver face asking clarity super rude ill definitely calling corporate,-0.11011904761904762,0.562797619047619
38,I have never in my life had a triple cheeseburger with no pickles as good as this one!,i have never in my life had a triple cheeseburger with no pickles as good as this one!,i have never in my life had a triple cheeseburger with no pickles as good as this one,never life triple cheeseburger pickles good one,never life triple cheeseburger pickles good,never life triple cheeseburger pickle good,0.7,0.6000000000000001
39,This is the quarter pounder they gave us. We didnt ask to add parchment paper! Very disappointed,this is the quarter pounder they gave us. we didnt ask to add parchment paper! very disappointed,this is the quarter pounder they gave us we didnt ask to add parchment paper very disappointed,quarter pounder gave us didnt ask add parchment paper disappointed,quarter pounder gave us didnt ask add parchment paper disappointed,quarter pounder gave u didnt ask add parchment paper disappointed,-0.75,0.75
40,"Love this place but everytime that kid with the green hair is there my order comes out wrong, overcharged, not charged. Idk what it is sorry I just had to say something. In the future anytime I see him in the drive thru I'm leaving I swear. All the morning crew be perfect though","love this place but everytime that kid with the green hair is there my order comes out wrong, overcharged, not charged. idk what it is sorry i just had to say something. in the future anytime i see him in the drive thru i'm leaving i swear. all the morning crew be perfect though",love this place but everytime that kid with the green hair is there my order comes out wrong overcharged not charged idk what it is sorry i just had to say something in the future anytime i see him in the drive thru im leaving i swear all the morning crew be perfect though,love place everytime kid green hair order comes wrong overcharged charged idk sorry say something future anytime see drive thru im leaving swear morning crew perfect though,love place everytime kid green hair order comes wrong overcharged charged idk sorry say something future anytime see drive leaving swear morning crew perfect though,love place everytime kid green hair order come wrong overcharged charged idk sorry say something future anytime see drive leaving swear morning crew perfect though,0.05000000000000001,0.6541666666666667
41,I decided to go to McDonald's this morning for breakfast which I haven't had in over a year because of covid and breakfast not being served all day anymore. Really excited to get the sausage egg McMuffin but quality and safety issues with my sandwich. Sadly my McMuffin still had the egg shell on it!! This is a safety issue and concern as well. Very disappointed.,i decided to go to mcdonald's this morning for breakfast which i haven't had in over a year because of covid and breakfast not being served all day anymore. really excited to get the sausage egg mcmuffin but quality and safety issues with my sandwich. sadly my mcmuffin still had the egg shell on it!! this is a safety issue and concern as well. very disappointed.,i decided to go to mcdonalds this morning for breakfast which i havent had in over a year because of covid and breakfast not being served all day anymore really excited to get the sausage egg mcmuffin but quality and safety issues with my sandwich sadly my mcmuffin still had the egg shell on it this is a safety issue and concern as well very disappointed,decided go mcdonalds morning breakfast havent year covid breakfast served day anymore really excited get sausage egg mcmuffin quality safety issues sandwich sadly mcmuffin still egg shell safety issue concern well disappointed,decided mcdonalds morning breakfast havent year covid breakfast served day anymore really excited sausage egg mcmuffin quality safety issues sandwich sadly mcmuffin still egg shell safety issue concern well disappointed,decided mcdonalds morning breakfast havent year covid breakfast served day anymore really excited sausage egg mcmuffin quality safety issue sandwich sadly mcmuffin still egg shell safety issue concern well disappointed,-0.2916666666666667,0.8333333333333334
42,I order a strawberry shake and a combo the reason why they get one star is because the cashier made my shake but let me tell y'all what she did . She fills the cup up and then uses another cup to pour the shake out and does not fill cup all the way she decides to fill it up with whip cream ..WTF ...I asked her why did she do that and she couldn't give me a answer .,i order a strawberry shake and a combo the reason why they get one star is because the cashier made my shake but let me tell y'all what she did . she fills the cup up and then uses another cup to pour the shake out and does not fill cup all the way she decides to fill it up with whip cream ..wtf ...i asked her why did she do that and she couldn't give me a answer .,i order a strawberry shake and a combo the reason why they get one star is because the cashier made my shake but let me tell yall what she did  she fills the cup up and then uses another cup to pour the shake out and does not fill cup all the way she decides to fill it up with whip cream wtf i asked her why did she do that and she couldnt give me a answer ,order strawberry shake combo reason get one star cashier made shake let tell yall fills cup uses another cup pour shake fill cup way decides fill whip cream wtf asked couldnt give answer,order strawberry shake combo reason star cashier made shake let yall fills cup uses another cup pour shake fill cup way decides fill whip cream wtf asked couldnt give answer,order strawberry shake combo reason star cashier made shake let yall fill cup us another cup pour shake fill cup way decides fill whip cream wtf asked couldnt give answer,-0.5,1.0
43,They just don't do it like the east coast. It's not that hard to smile or tell me they're out of what I want without being rude.,they just don't do it like the east coast. it's not that hard to smile or tell me they're out of what i want without being rude.,they just dont do it like the east coast its not that hard to smile or tell me theyre out of what i want without being rude,dont like east coast hard smile tell theyre want without rude,dont like east coast hard smile theyre want without rude,dont like east coast hard smile theyre want without rude,-0.09722222222222222,0.4138888888888889
44,"I don't know why McDonald's only has 2.5 stars. You always get exactly why you're expecting when you go..and if you're not, then you're obviously not familiar with McDonald's. They're about quantity over quality. So any place that sells MILLIONS of burgers EVERY day gets 5 stars.+ they have plenty of parking, a quick drive thru, clean dining area, and I've never received subpar customer service. Par, yes, but not subpar. + McDonald's is everyone's guilty pleasure, so when millions of Americans bag on McDonald's every day and they still have customers, they obviously know what's up.","i don't know why mcdonald's only has 2.5 stars. you always get exactly why you're expecting when you go..and if you're not, then you're obviously not familiar with mcdonald's. they're about quantity over quality. so any place that sells millions of burgers every day gets 5 stars.+ they have plenty of parking, a quick drive thru, clean dining area, and i've never received subpar customer service. par, yes, but not subpar. + mcdonald's is everyone's guilty pleasure, so when millions of americans bag on mcdonald's every day and they still have customers, they obviously know what's up.",i dont know why mcdonalds only has 25 stars you always get exactly why youre expecting when you goand if youre not then youre obviously not familiar with mcdonalds theyre about quantity over quality so any place that sells millions of burgers every day gets 5 stars they have plenty of parking a quick drive thru clean dining area and ive never received subpar customer service par yes but not subpar  mcdonalds is everyones guilty pleasure so when millions of americans bag on mcdonalds every day and they still have customers they obviously know whats up,dont know mcdonalds 25 stars always get exactly youre expecting goand youre youre obviously familiar mcdonalds theyre quantity quality place sells millions burgers every day gets 5 stars plenty parking quick drive thru clean dining area ive never received subpar customer service par yes subpar mcdonalds everyones guilty pleasure millions americans bag mcdonalds every day still customers obviously know whats,dont know mcdonalds 25 stars always exactly youre expecting goand youre youre obviously familiar mcdonalds theyre quantity quality place sells millions burgers every day gets 5 stars plenty parking quick drive clean dining area ive never received subpar customer service par yes subpar mcdonalds everyones guilty pleasure millions americans bag mcdonalds every day still customers obviously know whats,dont know mcdonalds 25 star always exactly youre expecting goand youre youre obviously familiar mcdonalds theyre quantity quality place sell million burger every day get 5 star plenty parking quick drive clean dining area ive never received subpar customer service par yes subpar mcdonalds everyones guilty pleasure million american bag mcdonalds every day still customer obviously know whats,0.11785714285714285,0.4928571428571429
45,Horribly slow cashier and service. There was 4 cars total and 2 (including me) were told to park and wait. All I ordered was a mc griddle and a hash brown. I waited almost 10 minutes .  Great fast food order guys!,horribly slow cashier and service. there was 4 cars total and 2 (including me) were told to park and wait. all i ordered was a mc griddle and a hash brown. i waited almost 10 minutes .  great fast food order guys!,horribly slow cashier and service there was 4 cars total and 2 including me were told to park and wait all i ordered was a mc griddle and a hash brown i waited almost 10 minutes   great fast food order guys,horribly slow cashier service 4 cars total 2 including told park wait ordered mc griddle hash brown waited almost 10 minutes great fast food order guys,horribly slow cashier service 4 cars total including told park wait ordered mc griddle hash brown waited almost 10 minutes great fast food order guys,horribly slow cashier service 4 car total including told park wait ordered mc griddle hash brown waited almost 10 minute great fast food order guy,0.175,0.625
46,"This place has the worst customer service. Every time I go there, there is something wrong with my order and the people taking your order in the drive thru are ridiculous they're rushing you to order and after everything you order they say ""that's it ? "" ""that's it? "" LIKE NOOOO THAT IS NOT IT be patient and allow people to order their meal without being rushed . Today I told them at the window how rude it was for them to rush people while they're ordering and I feel like they intentionally messed up my food . I ordered 2 McDoubles with mac sauce but instead I got one burger with hardly anything on it just onions and ketchup and the other one came with nothing but mayo an EXCESSIVE amount of mayo at that ! Never again will I be coming to this ""establishment"" and you shouldn't either. This place will definitely test your patience ! I am once again disgusted with the service I got today . I will be back there today after work for a FULL REFUND no if ands or buts . Believe that !","this place has the worst customer service. every time i go there, there is something wrong with my order and the people taking your order in the drive thru are ridiculous they're rushing you to order and after everything you order they say ""that's it ? "" ""that's it? "" like noooo that is not it be patient and allow people to order their meal without being rushed . today i told them at the window how rude it was for them to rush people while they're ordering and i feel like they intentionally messed up my food . i ordered 2 mcdoubles with mac sauce but instead i got one burger with hardly anything on it just onions and ketchup and the other one came with nothing but mayo an excessive amount of mayo at that ! never again will i be coming to this ""establishment"" and you shouldn't either. this place will definitely test your patience ! i am once again disgusted with the service i got today . i will be back there today after work for a full refund no if ands or buts . believe that !",this place has the worst customer service every time i go there there is something wrong with my order and the people taking your order in the drive thru are ridiculous theyre rushing you to order and after everything you order they say thats it   thats it  like noooo that is not it be patient and allow people to order their meal without being rushed  today i told them at the window how rude it was for them to rush people while theyre ordering and i feel like they intentionally messed up my food  i ordered 2 mcdoubles with mac sauce but instead i got one burger with hardly anything on it just onions and ketchup and the other one came with nothing but mayo an excessive amount of mayo at that  never again will i be coming to this establishment and you shouldnt either this place will definitely test your patience  i am once again disgusted with the service i got today  i will be back there today after work for a full refund no if ands or buts  believe that ,place worst customer service every time go something wrong order people taking order drive thru ridiculous theyre rushing order everything order say thats thats like noooo patient allow people order meal without rushed today told window rude rush people theyre ordering feel like intentionally messed food ordered 2 mcdoubles mac sauce instead got one burger hardly anything onions ketchup one came nothing mayo excessive amount mayo never coming establishment shouldnt either place definitely test patience disgusted service got today back today work full refund ands buts believe,place worst customer service every time something wrong order people taking order drive ridiculous theyre rushing order everything order say thats thats like noooo patient allow people order meal without rushed today told window rude rush people theyre ordering feel like intentionally messed food ordered mcdoubles mac sauce instead got burger hardly anything onions ketchup came nothing mayo excessive amount mayo never coming establishment shouldnt either place definitely test patience disgusted service got today back today work full refund ands buts believe,place worst customer service every time something wrong order people taking order drive ridiculous theyre rushing order everything order say thats thats like noooo patient allow people order meal without rushed today told window rude rush people theyre ordering feel like intentionally messed food ordered mcdoubles mac sauce instead got burger hardly anything onion ketchup came nothing mayo excessive amount mayo never coming establishment shouldnt either place definitely test patience disgusted service got today back today work full refund ands buts believe,-0.33249999999999996,0.7091666666666667
47,Customer Service is real bad I want to chicken sandwich I had to ask them to remake it because I want to chicken sandwich with lettuce and chicken on the second semester they gave me it was dry barely any sauce and when I went back up there to ask them again to remake the sandwich they said They can't,customer service is real bad i want to chicken sandwich i had to ask them to remake it because i want to chicken sandwich with lettuce and chicken on the second semester they gave me it was dry barely any sauce and when i went back up there to ask them again to remake the sandwich they said they can't,customer service is real bad i want to chicken sandwich i had to ask them to remake it because i want to chicken sandwich with lettuce and chicken on the second semester they gave me it was dry barely any sauce and when i went back up there to ask them again to remake the sandwich they said they cant,customer service real bad want chicken sandwich ask remake want chicken sandwich lettuce chicken second semester gave dry barely sauce went back ask remake sandwich said cant,customer service real bad want chicken sandwich ask remake want chicken sandwich lettuce chicken second semester gave dry barely sauce went back ask remake sandwich said cant,customer service real bad want chicken sandwich ask remake want chicken sandwich lettuce chicken second semester gave dry barely sauce went back ask remake sandwich said cant,-0.3520833333333334,0.5687499999999999
48,This McDonald's always messes up my order. Its disappointing to go home only to realize the forgot a burger or fries. The management is also rude when you call in to fix the error.,this mcdonald's always messes up my order. its disappointing to go home only to realize the forgot a burger or fries. the management is also rude when you call in to fix the error.,this mcdonalds always messes up my order its disappointing to go home only to realize the forgot a burger or fries the management is also rude when you call in to fix the error,mcdonalds always messes order disappointing go home realize forgot burger fries management also rude call fix error,mcdonalds always messes order disappointing home realize forgot burger fries management also rude call fix error,mcdonalds always mess order disappointing home realize forgot burger fry management also rude call fix error,-0.35833333333333334,0.4916666666666667
49,Very solid McDonald's.  I was greeted with a very friendly person who was taking orders outside. He said thank you for coming as I was pulling away and it melted my heart.  So friendly and professional here.  There is plenty of parking available and the drive way is easy to pull in and out of.,very solid mcdonald's.  i was greeted with a very friendly person who was taking orders outside. he said thank you for coming as i was pulling away and it melted my heart.  so friendly and professional here.  there is plenty of parking available and the drive way is easy to pull in and out of.,very solid mcdonalds  i was greeted with a very friendly person who was taking orders outside he said thank you for coming as i was pulling away and it melted my heart  so friendly and professional here  there is plenty of parking available and the drive way is easy to pull in and out of,solid mcdonalds greeted friendly person taking orders outside said thank coming pulling away melted heart friendly professional plenty parking available drive way easy pull,solid mcdonalds greeted friendly person taking orders outside said thank coming pulling away melted heart friendly professional plenty parking available drive way easy pull,solid mcdonalds greeted friendly person taking order outside said thank coming pulling away melted heart friendly professional plenty parking available drive way easy pull,0.24047619047619048,0.3547619047619048
50,I just bought my food from drive through I order buttermilk crispy chicken sandwich and fries  I went home open my food was super cold and dry even the bread was so hard I can't believe they can serve food like this to someone I am scared I don't wanna get sick tomorrow but one thing is sure I am not going to this place again,i just bought my food from drive through i order buttermilk crispy chicken sandwich and fries  i went home open my food was super cold and dry even the bread was so hard i can't believe they can serve food like this to someone i am scared i don't wanna get sick tomorrow but one thing is sure i am not going to this place again,i just bought my food from drive through i order buttermilk crispy chicken sandwich and fries  i went home open my food was super cold and dry even the bread was so hard i cant believe they can serve food like this to someone i am scared i dont wanna get sick tomorrow but one thing is sure i am not going to this place again,bought food drive order buttermilk crispy chicken sandwich fries went home open food super cold dry even bread hard cant believe serve food like someone scared dont wanna get sick tomorrow one thing sure going place,bought food drive order buttermilk crispy chicken sandwich fries went home open food super cold dry even bread hard cant believe serve food like someone scared dont wanna sick tomorrow thing sure going place,bought food drive order buttermilk crispy chicken sandwich fry went home open food super cold dry even bread hard cant believe serve food like someone scared dont wanna sick tomorrow thing sure going place,-0.1799107142857143,0.750545634920635
51,"Great and fast serviceI have breakfast on the goIm in and out really quick As the drive thru when I do use it, it's is always so fast compare to other fast food restaurantsThey always have it together and if there is an issue, it's taken care of right away.Thanks","great and fast servicei have breakfast on the goim in and out really quick as the drive thru when i do use it, it's is always so fast compare to other fast food restaurantsthey always have it together and if there is an issue, it's taken care of right away.thanks",great and fast servicei have breakfast on the goim in and out really quick as the drive thru when i do use it its is always so fast compare to other fast food restaurantsthey always have it together and if there is an issue its taken care of right awaythanks,great fast servicei breakfast goim really quick drive thru use always fast compare fast food restaurantsthey always together issue taken care right awaythanks,great fast servicei breakfast goim really quick drive use always fast compare fast food restaurantsthey always together issue taken care right awaythanks,great fast servicei breakfast goim really quick drive use always fast compare fast food restaurantsthey always together issue taken care right awaythanks,0.3365079365079365,0.5976190476190476
52,This has to be the worst McDonald's I've ever been to. We asked for a diet coke and a Dr. Pepper and the guy whose ONLY JOB is to fill drinks screwed it up and gave us both cokes. We also ordered an apple pie and didn't get it. Worst place ever :),this has to be the worst mcdonald's i've ever been to. we asked for a diet coke and a dr. pepper and the guy whose only job is to fill drinks screwed it up and gave us both cokes. we also ordered an apple pie and didn't get it. worst place ever :),this has to be the worst mcdonalds ive ever been to we asked for a diet coke and a dr pepper and the guy whose only job is to fill drinks screwed it up and gave us both cokes we also ordered an apple pie and didnt get it worst place ever ,worst mcdonalds ive ever asked diet coke dr pepper guy whose job fill drinks screwed gave us cokes also ordered apple pie didnt get worst place ever,worst mcdonalds ive ever asked diet coke dr pepper guy whose job fill drinks screwed gave us cokes also ordered apple pie didnt worst place ever,worst mcdonalds ive ever asked diet coke dr pepper guy whose job fill drink screwed gave u coke also ordered apple pie didnt worst place ever,-1.0,1.0
53,"I don't know who the knucklehead that was working the drive thru at 9pm on 8/20 is but seriously that dude is giving you a bad rep. When I pulled up he just said ""Hi"". So I said hi, thinking he must've been busy or something. So I waited... then he says ""hellooooo?"" Like I was keeping him waiting or something. So I asked ""are you ready?"" He was rude and said ""I've been ready"" I said we will go somewhere else for our mechanically separated poultry bits. I don't trust a place that will hire people like that.I don't think that guy wants his job anymore and must want to go back on unemployment. But don't fire him, just keep him on dishes or something where he doesn't interact with customers. I don't want my taxes to pay for his welfare.","i don't know who the knucklehead that was working the drive thru at 9pm on 8/20 is but seriously that dude is giving you a bad rep. when i pulled up he just said ""hi"". so i said hi, thinking he must've been busy or something. so i waited... then he says ""hellooooo?"" like i was keeping him waiting or something. so i asked ""are you ready?"" he was rude and said ""i've been ready"" i said we will go somewhere else for our mechanically separated poultry bits. i don't trust a place that will hire people like that.i don't think that guy wants his job anymore and must want to go back on unemployment. but don't fire him, just keep him on dishes or something where he doesn't interact with customers. i don't want my taxes to pay for his welfare.",i dont know who the knucklehead that was working the drive thru at 9pm on 820 is but seriously that dude is giving you a bad rep when i pulled up he just said hi so i said hi thinking he mustve been busy or something so i waited then he says hellooooo like i was keeping him waiting or something so i asked are you ready he was rude and said ive been ready i said we will go somewhere else for our mechanically separated poultry bits i dont trust a place that will hire people like thati dont think that guy wants his job anymore and must want to go back on unemployment but dont fire him just keep him on dishes or something where he doesnt interact with customers i dont want my taxes to pay for his welfare,dont know knucklehead working drive thru 9pm 820 seriously dude giving bad rep pulled said hi said hi thinking mustve busy something waited says hellooooo like keeping waiting something asked ready rude said ive ready said go somewhere else mechanically separated poultry bits dont trust place hire people like thati dont think guy wants job anymore must want go back unemployment dont fire keep dishes something doesnt interact customers dont want taxes pay welfare,dont know knucklehead working drive 9pm 820 seriously dude giving bad rep pulled said hi said hi thinking mustve busy something waited hellooooo like keeping waiting something asked ready rude said ive ready said somewhere else mechanically separated poultry bits dont trust place hire people like thati dont think guy wants job anymore must want back unemployment dont fire keep dishes something doesnt interact customers dont want taxes pay welfare,dont know knucklehead working drive 9pm 820 seriously dude giving bad rep pulled said hi said hi thinking mustve busy something waited hellooooo like keeping waiting something asked ready rude said ive ready said somewhere else mechanically separated poultry bit dont trust place hire people like thati dont think guy want job anymore must want back unemployment dont fire keep dish something doesnt interact customer dont want tax pay welfare,-0.11904761904761904,0.46190476190476193
54,"I'm a sucker for their Sausage, egg and cheese muffin. Obviously the fries are to die for. Quick and cheap. Totally worth the calories!!","i'm a sucker for their sausage, egg and cheese muffin. obviously the fries are to die for. quick and cheap. totally worth the calories!!",im a sucker for their sausage egg and cheese muffin obviously the fries are to die for quick and cheap totally worth the calories,im sucker sausage egg cheese muffin obviously fries die quick cheap totally worth calories,sucker sausage egg cheese muffin obviously fries die quick cheap totally worth calories,sucker sausage egg cheese muffin obviously fry die quick cheap totally worth calorie,0.14666666666666667,0.52
55,"The two stars are for the two very informative, intelligent ,And nice late night drive thru fellas. I drove 1.5 hours for the special sauce from the cartoon show that my nephews watch. Only to find out that you guys blundered the event!McDonald's you are a loser. Maybe you thought this would bring some attention your way, because of the near riots you caused.  You just suck!Won't be back for a loooooong timeLong live in n out!That  will be the special treat for my nephews moving forward. Losers!","the two stars are for the two very informative, intelligent ,and nice late night drive thru fellas. i drove 1.5 hours for the special sauce from the cartoon show that my nephews watch. only to find out that you guys blundered the event!mcdonald's you are a loser. maybe you thought this would bring some attention your way, because of the near riots you caused.  you just suck!won't be back for a loooooong timelong live in n out!that  will be the special treat for my nephews moving forward. losers!",the two stars are for the two very informative intelligent and nice late night drive thru fellas i drove 15 hours for the special sauce from the cartoon show that my nephews watch only to find out that you guys blundered the eventmcdonalds you are a loser maybe you thought this would bring some attention your way because of the near riots you caused  you just suckwont be back for a loooooong timelong live in n outthat  will be the special treat for my nephews moving forward losers,two stars two informative intelligent nice late night drive thru fellas drove 15 hours special sauce cartoon show nephews watch find guys blundered eventmcdonalds loser maybe thought would bring attention way near riots caused suckwont back loooooong timelong live n outthat special treat nephews moving forward losers,stars informative intelligent nice late night drive fellas drove 15 hours special sauce cartoon show nephews watch find guys blundered eventmcdonalds loser maybe thought would bring attention way near riots caused suckwont back loooooong timelong live n outthat special treat nephews moving forward losers,star informative intelligent nice late night drive fella drove 15 hour special sauce cartoon show nephew watch find guy blundered eventmcdonalds loser maybe thought would bring attention way near riot caused suckwont back loooooong timelong live n outthat special treat nephew moving forward loser,0.25633116883116885,0.5678571428571428
56,"We went to buy two chocolate sundaes tonight. Got home and was enjoying it until I saw these two hairs sticking out. Disgusting. I was part way through my sundae when I saw them on my spoon after taking a spoonful out. I lost my appetite and honestly do not feel like eating here or McDonalds ever again. It sucks since this has always been my go to spot considering how close it is, how fast the service is and how nice they are.","we went to buy two chocolate sundaes tonight. got home and was enjoying it until i saw these two hairs sticking out. disgusting. i was part way through my sundae when i saw them on my spoon after taking a spoonful out. i lost my appetite and honestly do not feel like eating here or mcdonalds ever again. it sucks since this has always been my go to spot considering how close it is, how fast the service is and how nice they are.",we went to buy two chocolate sundaes tonight got home and was enjoying it until i saw these two hairs sticking out disgusting i was part way through my sundae when i saw them on my spoon after taking a spoonful out i lost my appetite and honestly do not feel like eating here or mcdonalds ever again it sucks since this has always been my go to spot considering how close it is how fast the service is and how nice they are,went buy two chocolate sundaes tonight got home enjoying saw two hairs sticking disgusting part way sundae saw spoon taking spoonful lost appetite honestly feel like eating mcdonalds ever sucks since always go spot considering close fast service nice,went buy chocolate sundaes tonight got home enjoying saw hairs sticking disgusting part way sundae saw spoon taking spoonful lost appetite honestly feel like eating mcdonalds ever sucks since always spot considering close fast service nice,went buy chocolate sundae tonight got home enjoying saw hair sticking disgusting part way sundae saw spoon taking spoonful lost appetite honestly feel like eating mcdonalds ever suck since always spot considering close fast service nice,0.18,0.82
57,My friend is Vegetarian so we ordered her cheeseburgers without the meat and added chopped lettuce. Receipt shows that it says no meat but there was meat in her burgers....should had checked our order even though we confirmed the order was inputted correctly.,my friend is vegetarian so we ordered her cheeseburgers without the meat and added chopped lettuce. receipt shows that it says no meat but there was meat in her burgers....should had checked our order even though we confirmed the order was inputted correctly.,my friend is vegetarian so we ordered her cheeseburgers without the meat and added chopped lettuce receipt shows that it says no meat but there was meat in her burgersshould had checked our order even though we confirmed the order was inputted correctly,friend vegetarian ordered cheeseburgers without meat added chopped lettuce receipt shows says meat meat burgersshould checked order even though confirmed order inputted correctly,friend vegetarian ordered cheeseburgers without meat added chopped lettuce receipt shows meat meat burgersshould checked order even though confirmed order inputted correctly,friend vegetarian ordered cheeseburger without meat added chopped lettuce receipt show meat meat burgersshould checked order even though confirmed order inputted correctly,0.4,1.0
58,The staff is always polite and friendly. Most fast food places eventually find a way to get a drive thru order wrong but it hasn't happened once at this location.,the staff is always polite and friendly. most fast food places eventually find a way to get a drive thru order wrong but it hasn't happened once at this location.,the staff is always polite and friendly most fast food places eventually find a way to get a drive thru order wrong but it hasnt happened once at this location,staff always polite friendly fast food places eventually find way get drive thru order wrong hasnt happened location,staff always polite friendly fast food places eventually find way drive order wrong hasnt happened location,staff always polite friendly fast food place eventually find way drive order wrong hasnt happened location,0.024999999999999984,0.6666666666666666
59,Nice clean place and no lines. And no lock on restrooms. Good seating too. Nice place to park your car  in the shade.,nice clean place and no lines. and no lock on restrooms. good seating too. nice place to park your car  in the shade.,nice clean place and no lines and no lock on restrooms good seating too nice place to park your car  in the shade,nice clean place lines lock restrooms good seating nice place park car shade,nice clean place lines lock restrooms good seating nice place park car shade,nice clean place line lock restroom good seating nice place park car shade,0.5666666666666667,0.8250000000000001
